Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species	Enzyme
A0A411ZQA0	A0A411ZQA0_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174B533	Blautia_obeum	aroK_L
A0A173X5R7	A0A173X5R7_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A1C5UJN4	Blautia_obeum	aroK_L
A0A174D496	A0A174D496_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174NIX1	Blautia_obeum	aroK_L
A0A396FYQ1	A0A396FYQ1_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174QUP1	Blautia_obeum	aroK_L
A0A564SGC4	A0A564SGC4_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174QUP1	Blautia_obeum	aroK_L
A0A564T8N3	A0A564T8N3_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174KVS0	Blautia_obeum	aroK_L
A0A174B1N4	A0A174B1N4_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174LZL9	Blautia_obeum	aroK_L
A0A174B533	A0A174B533_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174B533	Blautia_obeum	aroK_L
A0A174BJQ3	A0A174BJQ3_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174LZL9	Blautia_obeum	aroK_L
A0A174EHE4	A0A174EHE4_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174NIX1	Blautia_obeum	aroK_L
A0A367G4A7	A0A367G4A7_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A564VKJ3	Blautia_obeum	aroK_L
A0A3E5EDE6	A0A3E5EDE6_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174QUP1	Blautia_obeum	aroK_L
A0A414EH53	A0A414EH53_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A1C5UJN4	Blautia_obeum	aroK_L
A0A414J2E2	A0A414J2E2_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A1C6ABG1	Blautia_obeum	aroK_L
A0A414J8H1	A0A414J8H1_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174KVS0	Blautia_obeum	aroK_L
A0A174CQB5	A0A174CQB5_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174P2W1	Blautia_obeum	aroK_L
A0A174GG14	A0A174GG14_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174QUP1	Blautia_obeum	aroK_L
A0A174KVS0	A0A174KVS0_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174KVS0	Blautia_obeum	aroK_L
A0A174V0X7	A0A174V0X7_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174NIX1	Blautia_obeum	aroK_L
A0A367G135	A0A367G135_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A1C5TGA1	Blautia_obeum	aroK_L
A0A454HHH3	A0A454HHH3_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174B533	Blautia_obeum	aroK_L
A0A174QKY7	A0A174QKY7_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A174LZL9	Blautia_obeum	aroK_L
A0A367G416	A0A367G416_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Blautia obeum	2.7.1.71	UniRef90_A0A564VBU1	Blautia_obeum	aroK_L
A0A174QMZ5	A0A174QMZ5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174DS82	Blautia_obeum	aroA
A0A367FY58	A0A367FY58_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A564W7H9	Blautia_obeum	aroA
A0A396G2G1	A0A396G2G1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A3E5EG35	A0A3E5EG35_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A174AV70	A0A174AV70_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174AV70	Blautia_obeum	aroA
A0A174BFJ3	A0A174BFJ3_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174DS82	Blautia_obeum	aroA
A0A395X9W1	A0A395X9W1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A564T5N1	A0A564T5N1_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A414ELQ0	A0A414ELQ0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A1C5NQN1	Blautia_obeum	aroA
A0A414W652	A0A414W652_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A173WEU0	A0A173WEU0_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A174K873	A0A174K873_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A415HVY7	A0A415HVY7_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A415LLW3	A0A415LLW3_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
D4LSS5	D4LSS5_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum A2-162	2.5.1.19	UniRef90_A0A1C5NQN1	Blautia_obeum	aroA
A5ZQ78	A5ZQ78_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Blautia obeum ATCC 29174	2.5.1.19	UniRef90_A0A174K873	Blautia_obeum	aroA
A0A174UBA6	A0A174UBA6_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A0A174P918	Blautia_obeum	aroC
A0A415HV34	A0A415HV34_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A5ZY93	Blautia_obeum	aroC
A0A454HL99	A0A454HL99_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A5ZY93	Blautia_obeum	aroC
A0A174B7X0	A0A174B7X0_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A0A174P918	Blautia_obeum	aroC
A0A173WTS9	A0A173WTS9_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A5ZY93	Blautia_obeum	aroC
A0A174KAF1	A0A174KAF1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A5ZY93	Blautia_obeum	aroC
A0A367FXV4	A0A367FXV4_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_U2DGH8	Blautia_obeum	aroC
A0A395XAD2	A0A395XAD2_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A5ZY93	Blautia_obeum	aroC
A0A3E5ENY8	A0A3E5ENY8_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_A5ZY93	Blautia_obeum	aroC
A0A414J349	A0A414J349_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum	4.2.3.5	UniRef90_D4LSL9	Blautia_obeum	aroC
A5ZY93	A5ZY93_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum ATCC 29174	4.2.3.5	UniRef90_A5ZY93	Blautia_obeum	aroC
D4LSL9	D4LSL9_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Blautia obeum A2-162	4.2.3.5	UniRef90_D4LSL9	Blautia_obeum	aroC
A0A2D1TXP0	A0A2D1TXP0_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A381K4R3	A0A381K4R3_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A5K1JEK9	A0A5K1JEK9_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A173YB84	A0A173YB84_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A174MCK1	A0A174MCK1_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A5K1IWT4	A0A5K1IWT4_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A6N9JFV5	A0A6N9JFV5_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A6L8RJB1	A0A6L8RJB1_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A4E915	A4E915_COLAA	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	2.5.1.54	UniRef90_A0A3C1CXM9	Collinsella_aerofaciens	aroF_G_H
A0A174HV62	A0A174HV62_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A0A5K1IEH8	A0A5K1IEH8_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A0A2D1TWL3	A0A2D1TWL3_9ACTN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A0AAW6ANV8	A0AAW6ANV8_9ACTN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A0A173XQV7	A0A173XQV7_9ACTN	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A0A6L8RM50	A0A6L8RM50_9ACTN	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Collinsella aerofaciens	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A4ECF4	A4ECF4_COLAA	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A0A858B686	A0A858B686_COLAA	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	2.5.1.54	UniRef90_A0A2D1TWL3	Collinsella_aerofaciens	aroF_G_H
A0A173W4T0	A0A173W4T0_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A2D1TWI7	A0A2D1TWI7_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A5K1IJZ8	A0A5K1IJZ8_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0AAW6AKQ1	A0AAW6AKQ1_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A174HWC2	A0A174HWC2_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A6N9JJT6	A0A6N9JJT6_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A5K1ILQ0	A0A5K1ILQ0_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A6N3EAW6	A0A6N3EAW6_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A5K1JAR9	A0A5K1JAR9_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A6L8RJT9	A0A6L8RJT9_9ACTN	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A4ECF2	A4ECF2_COLAA	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	4.2.3.4	UniRef90_A0A5K1IJZ8	Collinsella_aerofaciens	aroB
A0A5K1IP55	A0A5K1IP55_9ACTN	3-dehydroquinate synthase (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1J8R5	Collinsella_aerofaciens	aroB
A0A5K1J4G5	A0A5K1J4G5_9ACTN	3-dehydroquinate synthase (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1J8R5	Collinsella_aerofaciens	aroB
A0A5K1J8R5	A0A5K1J8R5_9ACTN	3-dehydroquinate synthase (EC 4.2.3.4)	Collinsella aerofaciens	4.2.3.4	UniRef90_A0A5K1J8R5	Collinsella_aerofaciens	aroB
A0A2D1TWH4	A0A2D1TWH4_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A173W7S2	A0A173W7S2_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A6L8RMF5	A0A6L8RMF5_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0AAW6AIQ1	A0AAW6AIQ1_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A5K1IJ72	A0A5K1IJ72_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A5K1ILD7	A0A5K1ILD7_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A6N9JKI9	A0A6N9JKI9_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A174HVC1	A0A174HVC1_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A5K1JAT1	A0A5K1JAT1_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A6N3E7V2	A0A6N3E7V2_9ACTN	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A4ECE7	A4ECE7_COLAA	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	4.2.1.10	UniRef90_A0A096KLN5	Collinsella_aerofaciens	aroD
A0A174CHN9	A0A174CHN9_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A5K1IKX7	A0A5K1IKX7_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A6N3EDC6	A0A6N3EDC6_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A6N9JKB5	A0A6N9JKB5_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A174IN08	A0A174IN08_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A2D1TVX0	A0A2D1TVX0_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A2D1TZW3	A0A2D1TZW3_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A6N9JIJ2	A0A6N9JIJ2_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A5K1J8U6	A0A5K1J8U6_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A6L8RMG9	A0A6L8RMG9_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0AAW6AIS6	A0AAW6AIS6_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A173W759	A0A173W759_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A174HS56	A0A174HS56_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A5K1IJE1	A0A5K1IJE1_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A5K1JA79	A0A5K1JA79_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A0A6N3BMR1	A0A6N3BMR1_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A5K1IP72	A0A5K1IP72_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0AAW6AJF1	A0AAW6AJF1_9ACTN	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A4ECE8	A4ECE8_COLAA	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	2.7.1.71	UniRef90_A0A173W759	Collinsella_aerofaciens	aroK_L
A4E6P8	A4E6P8_COLAA	Shikimate kinase (SK) (EC 2.7.1.71)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	2.7.1.71	UniRef90_A0A096KME3	Collinsella_aerofaciens	aroK_L
A0A2D1TWG4	A0A2D1TWG4_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens	aroA
A0A5K1ILD2	A0A5K1ILD2_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens	aroA
A0A6N9JKS2	A0A6N9JKS2_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens	aroA
