Entry	Entry Name	Protein names	Organism	EC number	UniRef90	Species
A0A5K1IJX6	A0A5K1IJX6_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A0A5K1J9Y7	A0A5K1J9Y7_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A0A6N3E584	A0A6N3E584_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A0A2D1TWG4	A0A2D1TWG4_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A0A5K1ILD2	A0A5K1ILD2_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A0A6N9JKS2	A0A6N9JKS2_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A0AAW6AIL3	A0AAW6AIL3_9ACTN	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A4ECF1	A4ECF1_COLAA	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	2.5.1.19	UniRef90_A0A096LLE6	Collinsella_aerofaciens
A0A5K1IJY7	A0A5K1IJY7_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0A6N3EAM7	A0A6N3EAM7_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0AAW6AJK4	A0AAW6AJK4_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0A6L8RK13	A0A6L8RK13_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0A2D1TWG5	A0A2D1TWG5_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0A5K1IKR4	A0A5K1IKR4_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0A6N9JJ94	A0A6N9JJ94_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0A174HW72	A0A174HW72_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0A5K1JA67	A0A5K1JA67_9ACTN	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A4ECF0	A4ECF0_COLAA	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Collinsella aerofaciens (strain ATCC 25986 / DSM 3979 / JCM 10188 / KCTC 3647 / NCTC 11838 / VPI 1003)	4.2.3.5	UniRef90_A0A096KP36	Collinsella_aerofaciens
A0AAI9NXL9	A0AAI9NXL9_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Coprococcus eutactus	2.5.1.54	UniRef90_A7VBH2	Coprococcus_eutactus
A0A3R5ZKJ7	A0A3R5ZKJ7_9FIRM	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Coprococcus eutactus	2.5.1.54	UniRef90_A7VBH2	Coprococcus_eutactus
A0AAI9NXK5	A0AAI9NXK5_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Coprococcus eutactus	4.2.3.4	UniRef90_A0A3A6JHN3	Coprococcus_eutactus
A0A412IT89	A0A412IT89_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Coprococcus eutactus	4.2.3.4	UniRef90_A0A412IT89	Coprococcus_eutactus
A0AAI9K5K4	A0AAI9K5K4_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Coprococcus eutactus	4.2.1.10	UniRef90_A0A374JRF6	Coprococcus_eutactus
A0A412IV89	A0A412IV89_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Coprococcus eutactus	1.1.1.25; 2.7.1.71	UniRef90_A0A412IV89	Coprococcus_eutactus
A0AAI9NYE1	A0AAI9NYE1_9FIRM	Multifunctional fusion protein [Includes: Shikimate kinase (SK) (EC 2.7.1.71); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)]	Coprococcus eutactus	1.1.1.25; 2.7.1.71	UniRef90_A0A416VEI5	Coprococcus_eutactus
A0A3R5WS82	A0A3R5WS82_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Coprococcus eutactus	2.7.1.71	UniRef90_A0A3R5WS82	Coprococcus_eutactus
A0AAI9K3Q8	A0AAI9K3Q8_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Coprococcus eutactus	2.7.1.71	UniRef90_A0A3R5WS82	Coprococcus_eutactus
A0A412ISW4	A0A412ISW4_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Coprococcus eutactus	2.5.1.19	UniRef90_A0A412ISW4	Coprococcus_eutactus
A0AAI9NY63	A0AAI9NY63_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Coprococcus eutactus	2.5.1.19	UniRef90_A0A412ISW4	Coprococcus_eutactus
A0A3R5ZM24	A0A3R5ZM24_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Coprococcus eutactus	4.2.3.5	UniRef90_A0A3R5ZM24	Coprococcus_eutactus
A0AAI9K149	A0AAI9K149_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Coprococcus eutactus	4.2.3.5	UniRef90_A0A3R6T5N3	Coprococcus_eutactus
A0A1T4X4A7	A0A1T4X4A7_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)	Gemmiger formicilis	4.2.1.10	UniRef90_A0A1T4X4A7	Gemmiger_formicilis
A0A1T4W8K7	A0A1T4W8K7_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Gemmiger formicilis	2.7.1.71	UniRef90_A0A1T4W8K7	Gemmiger_formicilis
A0A1T4W6X7	A0A1T4W6X7_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Gemmiger formicilis	2.5.1.19	UniRef90_A0A1T4W6X7	Gemmiger_formicilis
A0A1T4W7L1	A0A1T4W7L1_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Gemmiger formicilis	4.2.3.5	UniRef90_A0A1T4W7L1	Gemmiger_formicilis
A0A084JDW1	A0A084JDW1_9FIRM	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	Lacrimispora celerecrescens	4.2.3.4	UniRef90_A0A084JDW1	Lacrimispora_celerecrescens
A0A084JN62	A0A084JN62_9FIRM	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Lacrimispora celerecrescens	4.2.1.10	UniRef90_A0A084JN62	Lacrimispora_celerecrescens
A0A084JNI0	A0A084JNI0_9FIRM	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	Lacrimispora celerecrescens	1.1.1.25	UniRef90_A0A084JNI0	Lacrimispora_celerecrescens
A0A084JDE3	A0A084JDE3_9FIRM	Shikimate kinase (SK) (EC 2.7.1.71)	Lacrimispora celerecrescens	2.7.1.71	UniRef90_A0A084JDE3	Lacrimispora_celerecrescens
A0A084JK70	A0A084JK70_9FIRM	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Lacrimispora celerecrescens	2.5.1.19	UniRef90_A0A084JK70	Lacrimispora_celerecrescens
A0A084JRB9	A0A084JRB9_9FIRM	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Lacrimispora celerecrescens	4.2.3.5	UniRef90_A0A084JRB9	Lacrimispora_celerecrescens
A0A139KTC2	A0A139KTC2_BACOV	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides ovatus	4.2.1.10	UniRef90_E5CBK8	Bacteroides_ovatus
A0A1Y4PUV9	A0A1Y4PUV9_BACOV	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides ovatus	4.2.1.10	UniRef90_E5CBK8	Bacteroides_ovatus
A0A413EX06	A0A413EX06_BACOV	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides ovatus	4.2.1.10	UniRef90_E5CBK8	Bacteroides_ovatus
A0AAN3D8Q6	A0AAN3D8Q6_BACO1	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	4.2.1.10	UniRef90_E5CBK8	Bacteroides_ovatus
A0A3E5HX58	A0A3E5HX58_BACOV	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0A5M5EH74	A0A5M5EH74_BACOV	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0A413A3U8	A0A413A3U8_BACOV	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0A395VRC6	A0A395VRC6_BACOV	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0A7J4XZ74	A0A7J4XZ74_BACOV	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0AAW6HA49	A0AAW6HA49_BACOV	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0AAN3A222	A0AAN3A222_BACO1	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0A1G6G3V4	A0A1G6G3V4_BACOV	3-dehydroquinate synthase (EC 4.2.3.4)	Bacteroides ovatus	4.2.3.4	UniRef90_A0A174P3E7	Bacteroides_ovatus
A0A1Y4PV01	A0A1Y4PV01_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_A0A1C7H6E8	Bacteroides_ovatus
A0A413EZC9	A0A413EZC9_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_A0A1C7H6E8	Bacteroides_ovatus
A0A139KUW6	A0A139KUW6_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_A0A1C7H6E8	Bacteroides_ovatus
A0AAW6ID22	A0AAW6ID22_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_A0A1C7H6E8	Bacteroides_ovatus
A0AAN3A9H8	A0AAN3A9H8_BACO1	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	2.7.1.71	UniRef90_A0A1C7H6E8	Bacteroides_ovatus
A0A1G6G694	A0A1G6G694_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_ovatus
A0A5M5NLN6	A0A5M5NLN6_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_ovatus
A0A1G8CX27	A0A1G8CX27_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_ovatus
A0A642C6A7	A0A642C6A7_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_ovatus
A0A395W1A7	A0A395W1A7_BACOV	Shikimate kinase (SK) (EC 2.7.1.71)	Bacteroides ovatus	2.7.1.71	UniRef90_Q8A2B2	Bacteroides_ovatus
A0A3D2LQT9	A0A3D2LQT9_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A413EVW3	A0A413EVW3_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A5M5C8M7	A0A5M5C8M7_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A6A1XNB7	A0A6A1XNB7_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A1G6GC37	A0A1G6GC37_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A395W1W5	A0A395W1W5_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A9P3ZZT5	A0A9P3ZZT5_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A1G8ND64	A0A1G8ND64_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A6N2WZ65	A0A6N2WZ65_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A7J4Y0S1	A0A7J4Y0S1_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0AAW6HBK9	A0AAW6HBK9_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A5M5N240	A0A5M5N240_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0AAN3D781	A0AAN3D781_BACO1	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	2.5.1.19	UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A642C1J2	A0A642C1J2_BACOV	3-phosphoshikimate 1-carboxyvinyltransferase	Bacteroides ovatus		UniRef90_Q8A5Q2	Bacteroides_ovatus
A0A1G8GXG6	A0A1G8GXG6_BACOV	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides ovatus	4.2.3.5	UniRef90_Q8A602	Bacteroides_ovatus
A0A5M5N321	A0A5M5N321_BACOV	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides ovatus	4.2.3.5	UniRef90_Q8A602	Bacteroides_ovatus
A0A1Y4PL12	A0A1Y4PL12_BACOV	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides ovatus	4.2.3.5	UniRef90_Q8A602	Bacteroides_ovatus
A0A395W681	A0A395W681_BACOV	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides ovatus	4.2.3.5	UniRef90_Q8A602	Bacteroides_ovatus
A0AAN3D7W3	A0AAN3D7W3_BACO1	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	4.2.3.5	UniRef90_Q8A602	Bacteroides_ovatus
A0A5M5C0C9	A0A5M5C0C9_BACOV	Chorismate synthase (EC 4.2.3.5)	Bacteroides ovatus	4.2.3.5	UniRef90_Q8A602	Bacteroides_ovatus
A0A139LLM5	A0A139LLM5_BACOV	3-deoxy-7-phosphoheptulonate synthase	Bacteroides ovatus		UniRef90_A0A108T7N5	Bacteroides_ovatus
A0A1G6G3Q1	A0A1G6G3Q1_BACOV	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase	Bacteroides ovatus		UniRef90_A0A108T7N5	Bacteroides_ovatus
A0A1G8EFX4	A0A1G8EFX4_BACOV	3-deoxy-D-arabinoheptulosonate-7-phosphate synthase	Bacteroides ovatus		UniRef90_A0A108T7N5	Bacteroides_ovatus
A0A414EG83	A0A414EG83_BACOV	3-deoxy-7-phosphoheptulonate synthase	Bacteroides ovatus		UniRef90_A0A108T7N5	Bacteroides_ovatus
A0AAN3D9E7	A0AAN3D9E7_BACO1	3-deoxy-7-phosphoheptulonate synthase	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)		UniRef90_A0A108T7N5	Bacteroides_ovatus
A0A413ELD0	A0A413ELD0_BACOV	Shikimate dehydrogenase	Bacteroides ovatus		UniRef90_A0A174SZA0	Bacteroides_ovatus
A0A1G8CPG9	A0A1G8CPG9_BACOV	Shikimate dehydrogenase	Bacteroides ovatus		UniRef90_A0A174SZA0	Bacteroides_ovatus
A0A395VTD6	A0A395VTD6_BACOV	Shikimate dehydrogenase	Bacteroides ovatus		UniRef90_A0A174SZA0	Bacteroides_ovatus
A0A1G6GC65	A0A1G6GC65_BACOV	Shikimate dehydrogenase	Bacteroides ovatus		UniRef90_A0A174SZA0	Bacteroides_ovatus
A0AAN3A3C1	A0AAN3A3C1_BACO1	Shikimate dehydrogenase	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)		UniRef90_A0A174SZA0	Bacteroides_ovatus
A0AAJ1FG24	A0AAJ1FG24_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes onderdonkii	4.2.3.4	UniRef90_A0A5B3GZU3	Alistipes_onderdonkii
A0A1Y3QYQ4	A0A1Y3QYQ4_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes onderdonkii	4.2.3.4	UniRef90_A0A5B3GZU3	Alistipes_onderdonkii
A0A9P3ZLD1	A0A9P3ZLD1_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes onderdonkii	4.2.3.4	UniRef90_A0A5B3GZU3	Alistipes_onderdonkii
A0A5B3GZU3	A0A5B3GZU3_9BACT	3-dehydroquinate synthase (EC 4.2.3.4)	Alistipes onderdonkii	4.2.3.4	UniRef90_A0A5B3GZU3	Alistipes_onderdonkii
A0A1Y3R4H9	A0A1Y3R4H9_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Alistipes onderdonkii	4.2.1.10	UniRef90_I3YHS1	Alistipes_onderdonkii
A0A9P3ZHK1	A0A9P3ZHK1_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Alistipes onderdonkii	4.2.1.10	UniRef90_I3YHS1	Alistipes_onderdonkii
A0A5B3GW85	A0A5B3GW85_9BACT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	Alistipes onderdonkii	4.2.1.10	UniRef90_I3YHS1	Alistipes_onderdonkii
A0A9P3ZHV7	A0A9P3ZHV7_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Alistipes onderdonkii	2.7.1.71	UniRef90_A0A1Y3R171	Alistipes_onderdonkii
A0A1Y3R171	A0A1Y3R171_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Alistipes onderdonkii	2.7.1.71	UniRef90_A0A1Y3R171	Alistipes_onderdonkii
A0A5B3GX01	A0A5B3GX01_9BACT	Shikimate kinase (SK) (EC 2.7.1.71)	Alistipes onderdonkii	2.7.1.71	UniRef90_A0A1Y3R171	Alistipes_onderdonkii
A0A1Y3QXU6	A0A1Y3QXU6_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Alistipes onderdonkii	2.5.1.19	UniRef90_A0A1Y3QXU6	Alistipes_onderdonkii
A0AAJ1CEJ2	A0AAJ1CEJ2_9BACT	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	Alistipes onderdonkii	2.5.1.19	UniRef90_A0A1Y3QXU6	Alistipes_onderdonkii
A0A5B3GRC5	A0A5B3GRC5_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes onderdonkii	4.2.3.5	UniRef90_A0A1Y3QXU8	Alistipes_onderdonkii
A0A1Y3QXU8	A0A1Y3QXU8_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes onderdonkii	4.2.3.5	UniRef90_A0A1Y3QXU8	Alistipes_onderdonkii
A0A9P4DNK8	A0A9P4DNK8_9BACT	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Alistipes onderdonkii	4.2.3.5	UniRef90_A0A1Y3QXU8	Alistipes_onderdonkii
A0AAJ1CD69	A0AAJ1CD69_9BACT	Bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase type II	Alistipes onderdonkii		UniRef90_I3YKL6	Alistipes_onderdonkii
A0A1Y3QU55	A0A1Y3QU55_9BACT	3-deoxy-7-phosphoheptulonate synthase	Alistipes onderdonkii		UniRef90_I3YKL6	Alistipes_onderdonkii
A0A5B3H2W0	A0A5B3H2W0_9BACT	3-deoxy-7-phosphoheptulonate synthase	Alistipes onderdonkii		UniRef90_I3YKL6	Alistipes_onderdonkii
A0A9P3ZJP3	A0A9P3ZJP3_9BACT	3-deoxy-7-phosphoheptulonate synthase	Alistipes onderdonkii		UniRef90_I3YKL6	Alistipes_onderdonkii
A0AAP3VIJ4	A0AAP3VIJ4_9FIRM	3-deoxy-7-phosphoheptulonate synthase (EC 2.5.1.54)	Ruminococcus bicirculans (ex Wegman et al. 2014)	2.5.1.54	UniRef90_A0A374EQH8	Ruminococcus_bicirculans
